company,console,name,metascore
PC,PC,Toki Tori,80
PC,PC,S.T.A.L.K.E.R.: Call of Pripyat,80
PC,PC,Dominions 3: The Awakening,82
PC,PC,Xpand Rally,82
PC,PC,Bookworm Adventures Deluxe,82
PC,PC,Hitman: Blood Money,82
PC,PC,OutRun 2006: Coast 2 Coast,81
PC,PC,The Elder Scrolls IV: Knights of the Nine,81
PC,PC,Red Orchestra: Ostfront 41-45,81
PC,PC,Sam & Max Episode 101: Culture Shock,81
PC,PC,Eets,81
PC,PC,Age of Empires III: The WarChiefs,80
PC,PC,Tom Clancy's Splinter Cell: Double Agent,80
PC,PC,Madden NFL 07,80
PC,PC,Hearts of Iron II: Doomsday,80
PC,PC,SWAT 4: The Stetchkov Syndicate,80
PC,PC,SpellForce 2: Shadow Wars,80
PC,PC,Battlefield 2142,80
PC,PC,Tom Clancy's Ghost Recon Advanced Warfighter,80
PC,PC,RoboBlitz,80
PC,PC,TrackMania United,80
PC,PC,Microsoft Flight Simulator X,80
PC,PC,Star Wars: Empire at War,79
PC,PC,1701 A.D.,79
PC,PC,Rome: Total War Alexander,79
PC,PC,Sam & Max Episode 102: Situation: Comedy,79
PC,PC,The Movies: Stunts & Effects,78
PC,PC,Condemned: Criminal Origins,78
PC,PC,FIFA 07 Soccer,78
PC,PC,The Lord of the Rings: The Battle for Middle-Earth II - The Rise of the Witch-King,78
PC,PC,The Sims 2: Open for Business,78
PC,PC,Sam & Max Episode 105: Reality 2.0,82
PC,PC,Neverwinter Nights 2: Mask of The Betrayer,82
PC,PC,Aquaria,82
PC,PC,S.T.A.L.K.E.R.: Shadow of Chernobyl,82
PC,PC,Sam & Max Episode 201: Ice Station Santa,82
PC,PC,Flight Simulator X: Acceleration,82
PC,PC,Supreme Commander: Forged Alliance,81
PC,PC,The Witcher,81
PC,PC,Jade Empire: Special Edition,81
PC,PC,Overlord,81
PC,PC,Age of Empires III: The Asian Dynasties,81
PC,PC,Sam & Max Episode 104: Abe Lincoln Must Die!,80
PC,PC,Titan Quest: Immortal Throne,80
PC,PC,Test Drive Unlimited,79
PC,PC,Silent Hunter: Wolves of the Pacific,79
PC,PC,Sword of the Stars: Born of Blood,79
PC,PC,Sam & Max Episode 106: Bright Side of the Moon,79
PC,PC,Guitar Hero III: Legends of Rock,79
PC,PC,Shadowgrounds Survivor,79
PC,PC,Guild Wars: Eye of the North,79
PC,PC,Nancy Drew: Legend of the Crystal Skull,79
PC,PC,Worldwide Soccer Manager 2009,83
PC,PC,Call of Duty: World at War,83
PC,PC,Spore Creature Creator,83
PC,PC,GTR Evolution,83
PC,PC,Sid Meier's Civilization IV: Colonization,83
PC,PC,Command & Conquer: Red Alert 3,82
PC,PC,Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,82
PC,PC,Prince of Persia,82
PC,PC,Out of the Park Baseball 9,82
PC,PC,Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,81
PC,PC,Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,81
PC,PC,Defense Grid: The Awakening,81
PC,PC,Age of Conan: Hyborian Adventures,80
PC,PC,Sam & Max Episode 202: Moai Better Blues,80
PC,PC,Pure,80
PC,PC,Tomb Raider: Underworld,80
PC,PC,Penny Arcade Adventures: Episode Two,80
PC,PC,LEGO Batman: The Videogame,80
PC,PC,Brothers in Arms: Hell's Highway,79
PC,PC,Europa Universalis: Rome - Vae Victis,79
PC,PC,Pro Evolution Soccer 2009,79
PC,PC,NASCAR Heat,81
PC,PC,Star Trek: Deep Space Nine: The Fallen,81
PC,PC,RollerCoaster Tycoon: Loopy Landscapes,80
PC,PC,Chessmaster 8000,80
PC,PC,Space Empires IV,79
PC,PC,Close Combat: Invasion: Normandy,79
PC,PC,Midtown Madness 2,78
PC,PC,Earth 2150,78
PC,PC,Heavy Metal: F.A.K.K. 2,78
PC,PC,StarLancer,78
PC,PC,Madden NFL 2001,78
PC,PC,Dirt Track Racing: Sprint Cars,78
PC,PC,Ground Control: Dark Conspiracy,77
PC,PC,You Don't Know Jack: 5th Dementia,77
PC,PC,Starfleet Command Volume II: Empires at War,77
PC,PC,SimCity 3000 Unlimited,77
PC,PC,Dark Reign 2,77
PC,PC,Cleopatra: Queen of the Nile,77
PC,PC,The Devil Inside,76
PC,PC,Rune 2000,76
PC,PC,BreakNeck 2000,76
PC,PC,Airfix Dogfighter,75
PC,PC,Star Trek: Klingon Academy,74
PC,PC,Vampire: The Masquerade - Redemption,74
PC,PC,Delta Force: Land Warrior,74
PC,PC,Death Track Racing,73
PC,PC,Sanity: Aiken's Artifact,73
PC,PC,Dave Mirra Freestyle BMX,73
PC,PC,Blair Witch Volume I: Rustin Parr,73
PC,PC,Sheep,73
PC,PC,4x4 Evolution,73
PC,PC,Hitman: Codename 47,73
PC,PC,Motocross Mania,73
PC,PC,Call to Power II,72
PC,PC,Microsoft Golf 2001 Edition,72
PC,PC,Freelancer,85
PC,PC,The Elder Scrolls III: Bloodmoon,85
PC,PC,Final Fantasy XI,85
PC,PC,Anarchy Online: Shadowlands,85
PC,PC,Neverwinter Nights: Hordes of the Underdark,84
PC,PC,Command & Conquer: Generals,84
PC,PC,Age of Mythology: The Titans,84
PC,PC,SimCity 4,84
PC,PC,Tron 2.0,84
PC,PC,Medieval: Total War - Viking Invasion,84
PC,PC,Battlefield 1942: The Road to Rome,84
PC,PC,Beyond Good & Evil,83
PC,PC,Halo: Combat Evolved,83
PC,PC,Command & Conquer: Generals - Zero Hour,83
PC,PC,Homeworld 2,83
PC,PC,Galactic Civilizations,83
PC,PC,Tom Clancy's Rainbow Six 3: Raven Shield,83
PC,PC,World of Outlaws: Sprint Cars,83
PC,PC,Broken Sword: The Sleeping Dragon,82
PC,PC,Age of Wonders: Shadow Magic,82
PC,PC,Need for Speed: Underground,82
PC,PC,The Simpsons: Hit & Run,82
PC,PC,Airborne Assault: Highway to the Reich,81
PC,PC,Nancy Drew: Danger on Deception Island,81
PC,PC,Midnight Club II,81
PC,PC,Empires: Dawn of the Modern World,81
PC,PC,PlanetSide,81
PC,PC,Combat Mission 3: Afrika Korps,81
PC,PC,Star Wars Jedi Knight: Jedi Academy,81
PC,PC,Ghost Master,81
PC,PC,Deus Ex: Invisible War,80
PC,PC,The Sims: Makin' Magic,80
PC,PC,Brothers in Arms: Earned in Blood,84
PC,PC,Darwinia,84
PC,PC,Fable: The Lost Chapters,83
PC,PC,Hearts of Iron II,83
PC,PC,City of Villains,82
PC,PC,Act of War: Direct Action,82
PC,PC,Dangerous Waters,82
PC,PC,Rome: Total War Barbarian Invasion,82
PC,PC,TrackMania Sunrise,82
PC,PC,NHL Eastside Hockey Manager 2005,82
PC,PC,Need for Speed: Most Wanted,82
PC,PC,Quake 4,81
PC,PC,Age of Empires III,81
PC,PC,Tiger Woods PGA Tour 06,81
PC,PC,The Sims 2 University,81
PC,PC,Disney's Toontown Online,81
PC,PC,Dungeon Siege II,80
PC,PC,"Codename: Panzers, Phase Two",80
PC,PC,X-Men Legends II: Rise of Apocalypse,80
PC,PC,FATE,80
PC,PC,Dragonshard,80
PC,PC,Day of Defeat: Source,80
PC,PC,SoulCalibur VI,80
PC,PC,Semblance,80
PC,PC,World of Warcraft: Battle for Azeroth,79
PC,PC,Space Invaders Extreme,79
PC,PC,Youropa,79
PC,PC,For the King,79
PC,PC,FAR: Lone Sails,79
PC,PC,Minit,79
PC,PC,Life is Strange 2: Episode 1 - Roads,79
PC,PC,Archangel: Hellfire,79
PC,PC,The Awesome Adventures of Captain Spirit,79
PC,PC,Unforeseen Incidents,79
PC,PC,Microsoft Train Simulator,84
PC,PC,Sid Meier's Civilization VI: Rise and Fall,79
PC,PC,Poseidon,84
PC,PC,EverQuest: The Shadows of Luclin,83
PC,PC,La-Mulana 2,78
PC,PC,BattleTech,78
PC,PC,Colin McRae Rally 2.0,83
PC,PC,Independence War 2: Edge of Chaos,83
PC,PC,Myst III: Exile,83
PC,PC,Capitalism II,82
PC,PC,Rally Trophy,82
PC,PC,Leap of Fate,80
PC,PC,Runner3,78
PC,PC,Transference,78
PC,PC,Unravel Two,78
PC,PC,Sairento VR,78
PC,PC,A Way Out,78
PC,PC,Fallout Tactics: Brotherhood of Steel,82
PC,PC,Battle Realms,82
PC,PC,Tyranny,80
PC,PC,Football Manager 2017,80
PC,PC,Oxenfree,80
PC,PC,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,80
PC,PC,Pit People,78
PC,PC,Brass Tactics,78
PC,PC,The Missing: JJ Macfield and the Island of Memories,78
PC,PC,Gothic,81
PC,PC,Arcanum: Of Steamworks and Magick Obscura,81
PC,PC,Stronghold,81
PC,PC,Rails Across America,81
PC,PC,Empire Earth,81
PC,PC,BioShock: The Collection,80
PC,PC,Samorost 3,80
PC,PC,Ghost 1.0,80
PC,PC,Far Cry 5,78
PC,PC,Tom Clancy's Ghost Recon,80
PC,PC,Conquest: Frontier Wars,80
PC,PC,Candle,80
PC,PC,1979 Revolution: Black Friday,80
PC,PC,Cities: Skylines - Natural Disasters,80
PC,PC,Legendary Gary,78
PC,PC,Tower of Time,77
PC,PC,Bloodstained: Curse of the Moon,77
PC,PC,Asheron's Call Dark Majesty,80
PC,PC,The Corporate Machine,80
PC,PC,MechCommander 2,80
PC,PC,Fractured Space,79
PC,PC,Fallout 4: Far Harbor,79
PC,PC,Goetia,79
PC,PC,Waterloo: Napoleon's Last Battle,80
PC,PC,Hostile Waters: Antaeus Rising,80
PC,PC,F1 2001,79
PC,PC,Dying Light: The Following,79
PC,PC,Tom Clancy's The Division,79
PC,PC,Kelvin and the Infamous Machine,79
PC,PC,Pillars of Eternity: The White March - Part 2,79
PC,PC,Trackmania Turbo,79
PC,PC,Kohan: Ahriman's Gift,79
PC,PC,Emperor: Battle for Dune,79
PC,PC,Rowan's Battle of Britain,79
PC,PC,Jumpgate: The Reconstruction Initiative,79
PC,PC,Shattered Galaxy,79
PC,PC,Hitman - Episode 3: Marrakesh,79
PC,PC,Anarcute,79
PC,PC,Homeworld: Deserts of Kharak,79
PC,PC,Hue,79
PC,PC,The Metronomicon,79
PC,PC,MechWarrior 4: Black Knight Expansion,78
PC,PC,Shadow Warrior 2,78
PC,PC,Xanadu Next,78
PC,PC,Obliteracers,78
PC,PC,DeathSmiles,78
PC,PC,The Sims 4: City Living,78
PC,PC,Stellaris,78
PC,PC,Star Trek Starfleet Command: Orion Pirates,78
PC,PC,NBA Live 2001,78
PC,PC,Red Faction,78
PC,PC,Summoner,78
PC,PC,Wuppo,78
PC,PC,Zero Escape: Zero Time Dilemma,78
PC,PC,"That Dragon, Cancer",78
PC,PC,Melty Blood: Actress Again Current Code,78
PC,PC,Offworld Trading Company,78
PC,PC,The Count Lucanor,78
PC,PC,Euro Truck Simulator 2,79
PC,PC,Payday 2,79
PC,PC,Sang-Froid: Tales of Werewolves,79
PC,PC,Call of Juarez: Gunslinger,79
PC,PC,Memoria,79
PC,PC,Race the Sun,79
PC,PC,Stick it to the Man!,79
PC,PC,Don't Starve,79
PC,PC,TrackMania 2 Valley,79
PC,PC,State of Decay,79
PC,PC,The Walking Dead: Season Two Episode 1 - All That Remains,78
PC,PC,DeadCore,78
PC,PC,Teleglitch: Die More Edition,78
PC,PC,LEGO Marvel Super Heroes,78
PC,PC,Dead Space 3,78
PC,PC,Baldur's Gate II: Enhanced Edition,78
PC,PC,Samurai Gunn,78
PC,PC,The Walking Dead: 400 Days,78
PC,PC,Battlefield 3: End Game,78
PC,PC,F1 2013,77
PC,PC,Expeditions: Conquistador,77
PC,PC,Element4l,77
PC,PC,Anomaly 2,77
PC,PC,Teslagrad,77
PC,PC,Eldritch,77
PC,PC,Sanctum 2,77
PC,PC,Magic: Duels of the Planeswalkers 2014,77
PC,PC,Ace Combat Assault Horizon: Enhanced Edition,77
PC,PC,Resident Evil: Revelations,77
PC,PC,Angry Video Game Nerd Adventures,77
PC,PC,Crusader Kings II: Sons of Abraham,77
PC,PC,Cognition: An Erica Reed Thriller Episode 3 - The Oracle,77
PC,PC,Risk of Rain,77
PC,PC,Toki Tori 2 +,76
PC,PC,SteamWorld Dig,76
PC,PC,Crysis 3,76
PC,PC,Total War: Rome II,76
PC,PC,Icewind Dale: Enhanced Edition,80
PC,PC,Far Cry 4,80
PC,PC,Super Time Force Ultra,80
PC,PC,Luftrausers,80
PC,PC,Age of Wonders III,80
PC,PC,Football Manager 2015,80
PC,PC,BioShock Infinite: Burial at Sea - Episode Two,80
PC,PC,ArcheAge,80
PC,PC,Dungeon of the Endless,79
PC,PC,Valiant Hearts: The Great War,79
PC,PC,Geometry Wars 3: Dimensions,79
PC,PC,Resident Evil 4: Ultimate HD Edition,79
PC,PC,The Last Door,79
PC,PC,Dark Souls II: Crown of the Old Iron King,79
PC,PC,The Journey Down: Chapter Two,78
PC,PC,The Walking Dead: Season Two Episode 5 - No Going Back,78
PC,PC,Call of Duty: Advanced Warfare,78
PC,PC,LISA,78
PC,PC,OlliOlli,78
PC,PC,Strider,78
PC,PC,So Many Me,78
PC,PC,GRID Autosport,78
PC,PC,The Walking Dead: Season Two Episode 4 - Amid the Ruins,78
PC,PC,Hearthstone: Curse of Naxxramas,78
PC,PC,Plants vs Zombies: Garden Warfare,78
PC,PC,Wargame: Red Dragon,78
PC,PC,Joe Dever's Lone Wolf HD Remastered,78
PC,PC,Five Nights at Freddy's,78
PC,PC,Sherlock Holmes: Crimes & Punishments,77
PC,PC,Mini Metro,77
PC,PC,The Incredible Adventures of Van Helsing II,77
PC,PC,NEO Scavenger,77
PC,PC,Child of Light,77
PC,PC,Watch Dogs,77
PC,PC,GoD Factory: Wingmen,76
PC,PC,Escape Goat 2,76
PC,PC,The Fall,76
PC,PC,Men of War,80
PC,PC,Tales of Monkey Island Chapter 4: The Trial and Execution of Guybrush Threepwood,80
PC,PC,Sins of a Solar Empire: Entrenchment,80
PC,PC,Fallout 3: Point Lookout,79
PC,PC,The Path,79
PC,PC,Bookworm Adventures: Volume 2,79
PC,PC,EverQuest II,83
PC,PC,Dark Age of Camelot: Catacombs,83
PC,PC,Colin McRae Rally 2005,83
PC,PC,Panzer Corps,80
PC,PC,Driver: San Francisco,80
PC,PC,CAPSIZED,80
PC,PC,Runaway: A Twist of Fate,79
PC,PC,Tropico 3,79
PC,PC,Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,79
PC,PC,Tribes: Vengeance,83
PC,PC,Prince of Persia: Warrior Within,83
PC,PC,Bloodline Champions,79
PC,PC,Dungeons of Dredmor,79
PC,PC,King Arthur: The Role-Playing Wargame,79
PC,PC,Need for Speed: Underground 2,82
PC,PC,MVP Baseball 2004,82
PC,PC,Joint Operations: Typhoon Rising,82
PC,PC,The Lord of the Rings: The Battle for Middle-Earth,82
PC,PC,Rage,79
PC,PC,The Sims 3: Pets,79
PC,PC,Prototype,79
PC,PC,Free Realms,79
PC,PC,Overlord II,79
PC,PC,F.E.A.R. 2: Project Origin,79
PC,PC,Painkiller,81
PC,PC,Chessmaster 10th Edition,81
PC,PC,Crayon Physics Deluxe,79
PC,PC,Zuma's Revenge!,78
PC,PC,RollerCoaster Tycoon 3,81
PC,PC,Kohan II: Kings of War,81
PC,PC,Two Worlds II: Pirates of the Flying Fortress,78
PC,PC,Call of Duty: Modern Warfare 3,78
PC,PC,Closure,78
PC,PC,League of Legends,78
PC,PC,TOCA Race Driver 2: The Ultimate Racing Simulator,81
PC,PC,"Codename: Panzers, Phase One",81
PC,PC,Tropico 4,78
PC,PC,Sonic Generations,77
PC,PC,Wings of Prey,78
PC,PC,Pro Evolution Soccer 2010,78
PC,PC,Call of Juarez: Bound in Blood,78
PC,PC,Syberia II,80
PC,PC,Medal of Honor: Pacific Assault,80
PC,PC,Full Spectrum Warrior,80
PC,PC,Men of War: Assault Squad,77
PC,PC,Nancy Drew: The Ransom of the Seven Ships,78
PC,PC,Fallout 3: The Pitt,78
PC,PC,ArmA II,77
PC,PC,Zeno Clash,77
PC,PC,Ground Control II: Operation Exodus,80
PC,PC,Fritz 8 Deluxe,80
PC,PC,Vampire: The Masquerade - Bloodlines,80
PC,PC,Section 8: Prejudice,77
PC,PC,Might & Magic: Heroes VI,77
PC,PC,Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,77
PC,PC,Hearts of Iron III,77
PC,PC,The Void,77
PC,PC,Rise of Flight: The First Great Air War,77
PC,PC,Risen,77
PC,PC,The Suffering,80
PC,PC,Gish,80
PC,PC,Pro Evolution Soccer 2012,77
PC,PC,Xenonauts,77
PC,PC,Magic: The Gathering - Duels of the Planeswalkers 2012,77
PC,PC,X-Men Origins: Wolverine,77
PC,PC,Return to Mysterious Island,79
PC,PC,NBA Live 2005,79
PC,PC,The Sims Medieval,77
PC,PC,Hamilton's Great Adventure,77
PC,PC,From Dust,76
PC,PC,Renegade Ops,76
PC,PC,LEGO Star Wars III: The Clone Wars,76
PC,PC,Assassin's Creed: Director's Cut Edition,79
PC,PC,Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,79
PC,PC,Sam & Max Episode 203: Night of the Raving Dead,79
PC,PC,FlatOut: Ultimate Carnage,79
PC,PC,King's Bounty: The Legend,79
PC,PC,LEGO Indiana Jones: The Original Adventures,78
PC,PC,Tom Clancy's Rainbow Six: Vegas 2,78
PC,PC,Devil May Cry 4,78
PC,PC,Penumbra: Black Plague,78
PC,PC,Bejeweled Twist,78
PC,PC,FIFA Soccer 09,77
PC,PC,Command & Conquer 3: Kane's Wrath,77
PC,PC,Penny Arcade Adventures: Episode One,77
PC,PC,Pirates of the Burning Sea,76
PC,PC,Peggle Nights,76
PC,PC,Multiwinia: Survival of the Flattest,76
PC,PC,S.T.A.L.K.E.R.: Clear Sky,75
PC,PC,Revenge of the Titans,79
PC,PC,Cart Life,79
PC,PC,Worms Reloaded,79
PC,PC,Puzzle Dimension,79
PC,PC,Split/Second,79
PC,PC,Tropico 3: Absolute Power,79
PC,PC,The Misadventures of P.B. Winterbottom,79
PC,PC,The Settlers 7: Paths to a Kingdom,79
PC,PC,LEGO Harry Potter: Years 1-4,79
PC,PC,Dead Rising 2,78
PC,PC,DeathSpank: Thongs of Virtue,78
PC,PC,Mount & Blade: Warband,78
PC,PC,King's Bounty: Crossworlds,78
PC,PC,Dawn of Discovery: Venice,78
PC,PC,Mafia II,77
PC,PC,DeathSpank,77
PC,PC,Alien Swarm,77
PC,PC,Supreme Commander 2,77
PC,PC,Lost Horizon,77
PC,PC,Singularity,76
PC,PC,Heroes of Newerth,76
PC,PC,Stealth Bastard Deluxe,80
PC,PC,Stacking,80
PC,PC,FLY'N,80
PC,PC,Dustforce,79
PC,PC,Hitman: Absolution,79
PC,PC,Street Fighter X Tekken,79
PC,PC,Chivalry: Medieval Warfare,79
PC,PC,Rift: Storm Legion,79
PC,PC,Need for Speed: Most Wanted - A Criterion Game,78
PC,PC,Baldur's Gate: Enhanced Edition,78
PC,PC,Transformers: Fall of Cybertron,78
PC,PC,Chaos on Deponia,78
PC,PC,Tropico 4: Modern Times,78
PC,PC,Elemental: Fallen Enchantress,78
PC,PC,Deadlight,78
PC,PC,Giana Sisters: Twisted Dreams,77
PC,PC,Thomas Was Alone,77
PC,PC,Quantum Conundrum,77
PC,PC,Endless Space,77
PC,PC,Penny Arcade Adventures: Episode Three,77
PC,PC,The Darkness II,77
PC,PC,TERA,77
PC,PC,Magic: The Gathering - Duels of the Planeswalkers 2013,77
PC,PC,Reigns: Her Majesty,81
PC,PC,Little Nightmares,81
PC,PC,FORM,81
PC,PC,Pro Evolution Soccer 2018,81
PC,PC,Stories Untold,81
PC,PC,Slime Rancher,81
PC,PC,South Park: The Fractured But Whole,81
PC,PC,FIFA 18,81
PC,PC,Dishonored: Death of the Outsider,81
PC,PC,Antihero,81
PC,PC,The Elder Scrolls: Legends,80
PC,PC,Endless Space 2,80
PC,PC,The Evil Within 2,80
PC,PC,Hand of Fate 2,80
PC,PC,Flinthook,80
PC,PC,Battle Brothers,80
PC,PC,Faeria,80
PC,PC,Darkwood,80
PC,PC,The Legend of Heroes: Trails of Cold Steel,80
PC,PC,Tooth and Tail,80
PC,PC,The Sims 4: Cats & Dogs,80
PC,PC,Nidhogg 2,80
PC,PC,Life is Strange: Before the Storm - Episode 1: Awake,80
PC,PC,Ys Seven,80
PC,PC,Batman: The Enemy Within - The Telltale Series,80
PC,PC,Tales of Berseria,80
PC,PC,Splasher,79
PC,PC,Wilson's Heart,79
PC,PC,A Hat in Time,79
PC,PC,Rumu,79
PC,PC,The Inner World: The Last Wind Monk,79
PC,PC,Cat Quest,79
PC,PC,Battle Chasers: Nightwar,79
PC,PC,Zwei: The Ilvard Insurrection,79
PC,PC,Heat Signature,79
PC,PC,Hearthstone: Journey to Un'Goro,79
PC,PC,The Sims 2 Seasons,78
PC,PC,Viva Pinata,78
PC,PC,Medal of Honor: Airborne,78
PC,PC,Tabula Rasa,78
PC,PC,Universe at War: Earth Assault,77
PC,PC,FIFA Soccer 08,77
PC,PC,Stranglehold,77
PC,PC,Battlefield 2142: Northern Strike,77
PC,PC,Battlestations: Midway,76
PC,PC,Tom Clancy's Ghost Recon Advanced Warfighter 2,76
PC,PC,Geometry Wars: Retro Evolved,76
PC,PC,Resident Evil 4,76
PC,PC,City Life: World Edition,75
PC,PC,Sega Rally Revo,74
PC,PC,Baseball Mogul 2008,74
PC,PC,ArmA: Combat Operations,74
PC,PC,Destination: Treasure Island,74
PC,PC,"Sam & Max Episode 103: The Mole, the Mob and the Meatball",74
PC,PC,The Sims 2: Bon Voyage,74
PC,PC,Axiom Verge,80
PC,PC,Total War: Attila,80
PC,PC,The Magic Circle,79
PC,PC,Stasis,79
PC,PC,Warhammer: End Times - Vermintide,79
PC,PC,Else Heart.Break(),79
PC,PC,Cities: Skylines - After Dark,79
PC,PC,Jotun,79
PC,PC,Dark Souls II: Scholar of the First Sin,79
PC,PC,The Incredible Adventures of Van Helsing: Final Cut,79
PC,PC,Sid Meier's Civilization: Beyond Earth - Rising Tide,79
PC,PC,Tales From The Borderlands: Episode 4 - Escape Plan Bravo,79
PC,PC,Frozen Cortex,79
PC,PC,Assault Android Cactus,79
PC,PC,Tom Clancy's Rainbow Six Siege,79
PC,PC,Apotheon,78
PC,PC,Human Resource Machine,78
PC,PC,Mushroom 11,78
PC,PC,Hand of Fate,78
PC,PC,Avernum 2: Crystal Souls,78
PC,PC,Galak-Z: The Dimensional,78
PC,PC,AR-K Episode 3: The Great Escape,78
PC,PC,Tales From The Borderlands: Episode 2 - Atlas Mugged,78
PC,PC,Deathtrap,77
PC,PC,Republique: Episode 1 - Exordium,77
PC,PC,Life is Strange: Episode 1 - Chrysalis,77
PC,PC,Life is Strange: Episode 2 - Out of Time,77
PC,PC,Game of Thrones: Episode Three - The Sword in the Darkness,77
PC,PC,Magic Duels: Origins,77
PC,PC,Stealth Inc 2: A Game of Clones,77
PC,PC,Dragon Age: Inquisition - Trespasser,77
PC,PC,Evolve,77
PC,PC,Grey Goo,77
PC,PC,Aviary Attorney,77
PC,PC,Three Fourths Home,77
PC,PC,Pix the Cat,77
PC,PC,Game of Thrones: Episode Four - Sons of Winter,77
PC,PC,Ys VI: The Ark of Napishtim,76
PC,PC,Mortal Kombat X,76
PC,PC,The Wolf Among Us: Episode 2 - Smoke and Mirrors,76
PC,PC,Tower of Guns,76
PC,PC,Broken Age,76
PC,PC,The Lost Chronicles of Zerzura,76
PC,PC,Borderlands: The Pre-Sequel,75
PC,PC,Infested Planet,75
PC,PC,Tropico 5,75
PC,PC,Jazzpunk,75
PC,PC,MIND: Path to Thalamus,75
PC,PC,FRACT OSC,75
PC,PC,Roundabout,75
PC,PC,Fenix Rage,75
PC,PC,The Wolf Among Us: Episode 4 - In Sheep's Clothing,75
PC,PC,Road Not Taken,75
PC,PC,Game of Thrones: Episode One - Iron From Ice,75
PC,PC,Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,74
PC,PC,Shadows: Heretic Kingdoms,74
PC,PC,IL-2 Sturmovik: Battle of Stalingrad,74
PC,PC,Cloud Chamber,74
PC,PC,Life Goes On,73
PC,PC,Scrolls,73
PC,PC,Outlast: Whistleblower,73
PC,PC,Space Run,73
PC,PC,King's Bounty: Dark Side,73
PC,PC,Hack 'n' Slash,73
PC,PC,Lara Croft and the Temple of Osiris,73
PC,PC,Lords of the Fallen,73
PC,PC,Strike Vector,73
PC,PC,Warlock 2: The Exiled,73
PC,PC,Banished,73
PC,PC,A Story About My Uncle,73
PC,PC,Always Sometimes Monsters,73
PC,PC,Gigantic Army,73
PC,PC,Dreamfall Chapters Book One: Reborn,72
PC,PC,Black The Fall,72
PC,PC,Full Bore,72
PC,PC,The Last Federation,72
PC,PC,Need for Speed: Carbon,78
PC,PC,Baseball Mogul 2007,78
PC,PC,Titan Quest,77
PC,PC,Al Emmo and the Lost Dutchman's Mine,77
PC,PC,FIFA World Cup: Germany 2006,77
PC,PC,Sid Meier's Railroads!,77
PC,PC,Heroes of Might and Magic V,77
PC,PC,Everyday Shooter,77
PC,PC,FlatOut 2,76
PC,PC,The Sims 2: Pets,76
PC,PC,Call of Cthulhu: Dark Corners of the Earth,76
PC,PC,Bone: The Great Cow Race,76
PC,PC,Rush for Berlin,76
PC,PC,The Ship,76
PC,PC,EverQuest II: Kingdom of Sky,76
PC,PC,City Life,76
PC,PC,Star Wars: Empire at War: Forces of Corruption,75
PC,PC,Dreamfall: The Longest Journey,75
PC,PC,F.E.A.R. Extraction Point,75
PC,PC,SiN Episodes: Emergence,75
PC,PC,Just Cause,75
PC,PC,Shadowgrounds,74
PC,PC,Take Command: 2nd Manassas,74
PC,PC,Volgarr the Viking,76
PC,PC,Divinity: Dragon Commander,76
PC,PC,Shadowrun Returns,76
PC,PC,Need for Speed: Rivals,76
PC,PC,Mercenary Kings,76
PC,PC,ShootMania Storm,76
PC,PC,Poker Night 2,75
PC,PC,Borderlands 2: Sir Hammerlock's Big Game Hunt,75
PC,PC,Reus,75
PC,PC,Star Conflict,75
PC,PC,Anodyne,75
PC,PC,The Night of the Rabbit,75
PC,PC,Nihilumbra,75
PC,PC,Beatbuddy: Tale of the Guardians,75
PC,PC,Batman: Arkham Origins,74
PC,PC,Insurgency,74
PC,PC,The Raven: Legacy of a Master Thief,74
PC,PC,Bit.Trip Fate,74
PC,PC,The Bridge 2013,74
PC,PC,Eador: Masters of the Broken World,74
PC,PC,Pro Evolution Soccer 2014,74
PC,PC,Arma 3,74
PC,PC,Neverwinter,74
PC,PC,Shadow Warrior,73
PC,PC,MirrorMoon EP,73
PC,PC,Paper Sorcerer,73
PC,PC,Dungeon Hearts,73
PC,PC,The Sims 3: Island Paradise,73
PC,PC,PixelJunk Shooter,73
PC,PC,Gas Guzzlers Extreme,73
PC,PC,Worms Clan Wars,73
PC,PC,CastleStorm,73
PC,PC,Fist Puncher,73
PC,PC,Loadout,72
PC,PC,The Sims 3: University Life,72
PC,PC,Aarklash: Legacy,72
PC,PC,Riddle of the Sphinx: An Egyptian Adventure,72
PC,PC,Frogger 2: Swampy's Revenge,72
PC,PC,F1 World Grand Prix,71
PC,PC,Panzer General III: Scorched Earth,71
PC,PC,KISS: Psycho Circus - The Nightmare Child,71
PC,PC,Crime Cities,71
PC,PC,Sea Dogs,71
PC,PC,Battle Isle: The Andosia War,70
PC,PC,Wizards & Warriors,70
PC,PC,Project IGI: I'm Going In,70
PC,PC,F1 Championship Season 2000,70
PC,PC,Soulbringer,70
PC,PC,Quake III: Team Arena,69
PC,PC,Submarine Titans,69
PC,PC,Metal Fatigue,68
PC,PC,Bang! Gunship Elite,68
PC,PC,Starship Troopers: Terran Ascendancy,68
PC,PC,Heroes Chronicles: Warlords of the Wasteland,67
